teacher_id,title,author,genres,description,reading_level,number_in,number_out
9a237f7c6bbd539586f27b43d87183e5,Orca: Flower Power,Ann Walsh,"{""Realistic Fiction""}",Description of book goes here.,R,1,0
9a237f7c6bbd539586f27b43d87183e5,Orca: Kicker,Michele Martin Bossley,"{""Realistic Fiction""}",Description of book goes here.,R,1,0
9a237f7c6bbd539586f27b43d87183e5,Orca: The Shade,K.L.Denman,"{""Realistic Fiction""}",Description of book goes here.,N,1,0
9a237f7c6bbd539586f27b43d87183e5,Orca: Who Owns Kelly Paddik?,Beth Goobie,"{""Adventure""}",Description of book goes here.,N,1,0
9a237f7c6bbd539586f27b43d87183e5,Out of My Mind,Sharon M. Draper,"{""Realistic Fiction""}",Description of book goes here.,S,1,0
9a237f7c6bbd539586f27b43d87183e5,Out of the Dust,Karen Hesse,"{""Historical Fiction""}",Description of book goes here.,X,1,0
9a237f7c6bbd539586f27b43d87183e5,"Over Sea, Under Stone",Susan Cooper,"{""Adventure""}",Description of book goes here.,X,1,0
9a237f7c6bbd539586f27b43d87183e5,Peeled,Joan Bauer,"{""Realistic Fiction""}",Description of book goes here.,T,2,0
9a237f7c6bbd539586f27b43d87183e5,Pendragon: Black Water (Book 5),D.J. MacHale,"{""Fantasy""}",Description of book goes here.,X,4,0
9a237f7c6bbd539586f27b43d87183e5,Pendragon: The Lost City of Faar (Book 2),D.J. MacHale,"{""Fantasy""}",Description of book goes here.,X,4,0
9a237f7c6bbd539586f27b43d87183e5,Pendragon: The Merchant of Death (Book 1),D.J. MacHale,"{""Fantasy""}",Description of book goes here.,X,2,0
9a237f7c6bbd539586f27b43d87183e5,Pendragon: The Never War (Book 3),D.J. MacHale,"{""Fantasy""}",Description of book goes here.,X,2,0
9a237f7c6bbd539586f27b43d87183e5,Pendragon: The Reality Bug (Book 4),D.J. MacHale,"{""Fantasy""}",Description of book goes here.,X,2,0
9a237f7c6bbd539586f27b43d87183e5,Pendragon: The Rivers of Zadaa (Book 6),D.J. MacHale,"{""Fantasy""}",Description of book goes here.,X,1,0
9a237f7c6bbd539586f27b43d87183e5,Percy Jackson and the Olympians: The Last Olympian (Book 5),Rick Riordan,"{""Adventure""}",Description of book goes here.,S,1,0
9a237f7c6bbd539586f27b43d87183e5,Percy Jackson and the Olympians: The Lightning Thief (Book 1),Rick Riordan,"{""Adventure""}",Description of book goes here.,S,6,0
9a237f7c6bbd539586f27b43d87183e5,"Percy Jackson and the Olympians: The Lightning Thief (Book 1, Graphic Novel)",Rick Riordan,"{""Adventure""}",Description of book goes here.,S,2,0
9a237f7c6bbd539586f27b43d87183e5,Percy Jackson and the Olympians: The Sea of Monsters (Book 2),Rick Riordan,"{""Adventure""}",Description of book goes here.,S,3,0
9a237f7c6bbd539586f27b43d87183e5,Percy Jackson and the Olympians: The Titan's Curse (Book 3),Rick Riordan,"{""Adventure""}",Description of book goes here.,S,2,0
9a237f7c6bbd539586f27b43d87183e5,Persepolis 2: The Story of a Return,Marijane Satrapi,"{""Graphic Novel/Memoir""}",Description of book goes here.,XYZ,1,0
9a237f7c6bbd539586f27b43d87183e5,Peter Nimble and His Fantastic Eyes,Jonathan Auxier,"{""Fantasy""}",Description of book goes here.,,1,0
9a237f7c6bbd539586f27b43d87183e5,Peter Pan,J.M. Barrie,"{""Classics""}",Description of book goes here.,X,1,0
9a237f7c6bbd539586f27b43d87183e5,Pinky and Rex,James Howe,"{""Humor""}",Description of book goes here.,L,1,0
9a237f7c6bbd539586f27b43d87183e5,Pippa's Perfect Ponytail,Julie Nickerson,"{""Realistic Fiction""}",Description of book goes here.,,1,0
9a237f7c6bbd539586f27b43d87183e5,Pocahontas,Joseph Bruchac,"{""Historical Fiction""}",Description of book goes here.,Y,1,0
9a237f7c6bbd539586f27b43d87183e5,Poetry U.S.A.,Paul Molloy (editor),"{""Poetry""}",Description of book goes here.,,1,0
9a237f7c6bbd539586f27b43d87183e5,Poop Fountain!,Tom Angleberger,"{""Humor""}",Description of book goes here.,S,1,0
9a237f7c6bbd539586f27b43d87183e5,Poppy,Avi,"{""Fantasy""}",Description of book goes here.,S,1,0
9a237f7c6bbd539586f27b43d87183e5,Powers,Ursula K. Le Guin,"{""Fantasy""}",Description of book goes here.,OPQ,1,0
9a237f7c6bbd539586f27b43d87183e5,Pretty Little Liars,Sara Shepard,"{""Mystery""}",Description of book goes here.,R,1,0
9a237f7c6bbd539586f27b43d87183e5,Pride and Prejudice,Jane Austen,"{""Classics""}",Description of book goes here.,Y,1,0
9a237f7c6bbd539586f27b43d87183e5,Project Mulberry,Linda Sue Park,"{""Realistic Fiction""}",Description of book goes here.,S,1,0
9a237f7c6bbd539586f27b43d87183e5,Racing the Sun,Paul Pitts,"{""Multicultural""}",Description of book goes here.,T,1,0
9a237f7c6bbd539586f27b43d87183e5,Ragtime,E.L. Doctorow,"{""Historical Fiction""}",Description of book goes here.,Z,1,0
9a237f7c6bbd539586f27b43d87183e5,Ralph S. Mouse,Beverly Clearly,"{""Fantasy""}",Description of book goes here.,O,3,0
9a237f7c6bbd539586f27b43d87183e5,Ramona and her Mother,Beverly Clearly,"{""Realistic Fiction""}",Description of book goes here.,O,1,0
9a237f7c6bbd539586f27b43d87183e5,"Ramona Quimby, Age 8",Beverly Clearly,"{""Realistic Fiction""}",Description of book goes here.,O,1,0
9a237f7c6bbd539586f27b43d87183e5,Ramona the Brave,Beverly Clearly,"{""Realistic Fiction""}",Description of book goes here.,O,2,0
9a237f7c6bbd539586f27b43d87183e5,Ramona the Pest,Beverly Clearly,"{""Realistic Fiction""}",Description of book goes here.,O,1,0
9a237f7c6bbd539586f27b43d87183e5,Ramona's World,Beverly Clearly,"{""Realistic Fiction""}",Description of book goes here.,O,1,0
9a237f7c6bbd539586f27b43d87183e5,Rat Life,Tedd Arnold,"{""Mystery""}",Description of book goes here.,,1,0
9a237f7c6bbd539586f27b43d87183e5,Rebel,Willo Davis Roberts,"{""Realistic Fiction""}",Description of book goes here.,W,1,0
9a237f7c6bbd539586f27b43d87183e5,Red Thread Sisters,Carol Antoinette Peacock,"{""Realistic Fiction""}",Description of book goes here.,RST,1,0
9a237f7c6bbd539586f27b43d87183e5,Redwall,Brian Jacques,"{""Fantasy""}",Description of book goes here.,RST,1,0
9a237f7c6bbd539586f27b43d87183e5,Remember Me to Harold Square,Paula Danziger,"{""Realistic Fiction""}",Description of book goes here.,R,1,0
9a237f7c6bbd539586f27b43d87183e5,Rescue Josh McGuire,Ben Mikaelsen,"{""Adventure""}",Description of book goes here.,S,1,0
9a237f7c6bbd539586f27b43d87183e5,Return to Howliday Inn,James Howe,"{""Mystery""}",Description of book goes here.,P,1,0
9a237f7c6bbd539586f27b43d87183e5,Revolution,Deborah Wiles,"{""Historical Fiction""}",Description of book goes here.,Z,1,0
9a237f7c6bbd539586f27b43d87183e5,Ribsy,Beverly Clearly,"{""Realistic Fiction""}",Description of book goes here.,O,1,0
9a237f7c6bbd539586f27b43d87183e5,Rio Grande Stories,Caroline Meyer,"{""Multicultural""}",Description of book goes here.,W,1,0
9a237f7c6bbd539586f27b43d87183e5,Ripper,Stefan Petrucha,"{""Mystery""}",Description of book goes here.,OPQ,1,0
9a237f7c6bbd539586f27b43d87183e5,Rissa Bartholomew's Declaration of Independence,Lynda B. Comerford,"{""Realistic Fiction""}",Description of book goes here.,T,1,0
9a237f7c6bbd539586f27b43d87183e5,Rocket Boys,"Homer H. Hickam, Jr.","{""Memoir""}",Description of book goes here.,Z,2,0
9a237f7c6bbd539586f27b43d87183e5,"Roll of Thunder, Hear My Cry",Mildred D. Taylor,"{""Historical Fiction""}",Description of book goes here.,W,1,0
9a237f7c6bbd539586f27b43d87183e5,Ruby Holler,Sharon Creech,"{""Realistic Fiction""}",Description of book goes here.,V,1,0
9a237f7c6bbd539586f27b43d87183e5,Ruby's Slippers,Tricia Rayburn,"{""Realistic Fiction""}",Description of book goes here.,R,1,0
9a237f7c6bbd539586f27b43d87183e5,Rules of the Road,Joan Bauer,"{""Realistic Fiction""}",Description of book goes here.,S,1,0
9a237f7c6bbd539586f27b43d87183e5,Runaway Ralph,Beverly Clearly,"{""Fantasy""}",Description of book goes here.,O,2,0
9a237f7c6bbd539586f27b43d87183e5,Sammy Keyes and the Curse of the Moustache Mary,Wendelin Van Draanen,"{""Mystery/Adventure""}",Description of book goes here.,T,1,0
9a237f7c6bbd539586f27b43d87183e5,Scorpion,Walter Dean Myers,"{""Realistic Fiction""}",Description of book goes here.,Z,2,0
9a237f7c6bbd539586f27b43d87183e5,Sees Behind Trees,Michael Dorris,"{""Historical Fiction""}",Description of book goes here.,T,1,0
9a237f7c6bbd539586f27b43d87183e5,Selection: The Elite (Book 2),Kiera Cass,"{""Fantasy/Romance""}",Description of book goes here.,Z,1,0
9a237f7c6bbd539586f27b43d87183e5,Selection: The Selection (Book 1),Kiera Cass,"{""Fantasy/Romance""}",Description of book goes here.,Z,1,0
9a237f7c6bbd539586f27b43d87183e5,Sense and Sensibility,Jane Austen,"{""Classics""}",Description of book goes here.,Z,1,0
9a237f7c6bbd539586f27b43d87183e5,Shadow,Michael Morpurgo,"{""Adventure""}",Description of book goes here.,V,1,0
9a237f7c6bbd539586f27b43d87183e5,Shattered: Stories of Children and War,Jennifer Armstrong (editor),"{""Memoir""}",Description of book goes here.,Y,1,0
9a237f7c6bbd539586f27b43d87183e5,Shooter,Walter Dean Myers,"{""Realistic Fiction""}",Description of book goes here.,S,1,0
9a237f7c6bbd539586f27b43d87183e5,Shooting Kabul,N.H. Senzai,"{""Multicultural""}",Description of book goes here.,V,1,0
9a237f7c6bbd539586f27b43d87183e5,Smiles to Go,Jerry Spinelli,"{""Realistic Fiction""}",Description of book goes here.,W,2,0
9a237f7c6bbd539586f27b43d87183e5,So You Want to Be a Wizard,Diane Duane,"{""Fantasy""}",Description of book goes here.,UVW,1,0
9a237f7c6bbd539586f27b43d87183e5,Sold,Patricia McCormick,"{""Multicultural""}",Description of book goes here.,T,1,0
9a237f7c6bbd539586f27b43d87183e5,Soldier Boy,Brian Burks,"{""Historical Fiction""}",Description of book goes here.,T,1,0
9a237f7c6bbd539586f27b43d87183e5,Son,Lois Lowry,"{""Dystopian""}",Description of book goes here.,Z,2,0
9a237f7c6bbd539586f27b43d87183e5,Song of the Lioness: Alanna the First Adventure (Book 1),Tamora Pierce,"{""Adventure""}",Description of book goes here.,U,1,0
9a237f7c6bbd539586f27b43d87183e5,Spies of Mississippi: The True Story of the Spy Network That Tried to Destroy the Civil Rights Movement,Rick Bowers,"{""Non-Fiction""}",Description of book goes here.,Z,1,0
9a237f7c6bbd539586f27b43d87183e5,Spongebob Squarepants: Man Sponge Saves the Day,Sarah Willson,"{""Humor""}",Description of book goes here.,,1,0
9a237f7c6bbd539586f27b43d87183e5,Spongebob Squarepants: UFO!,Adam Beechen,"{""Humor""}",Description of book goes here.,,1,0
9a237f7c6bbd539586f27b43d87183e5,Stand Tall,Joan Bauer,"{""Realistic Fiction""}",Description of book goes here.,U,1,0
9a237f7c6bbd539586f27b43d87183e5,Stanford Wong Flunks Big-Time,Lisa Yee,"{""Realistic Fiction/Sports""}",Description of book goes here.,S,1,0
9a237f7c6bbd539586f27b43d87183e5,Stargirl,Jerry Spinelli,"{""Realistic Fiction""}",Description of book goes here.,V,3,0
9a237f7c6bbd539586f27b43d87183e5,Strider,Beverly Clearly,"{""Realistic Fiction""}",Description of book goes here.,R,1,0
9a237f7c6bbd539586f27b43d87183e5,Stuck In Neutral,Terry Trueman,"{""Mystery""}",Description of book goes here.,Z,2,0
9a237f7c6bbd539586f27b43d87183e5,Sugar,Jewel Parker Rhodes,"{""Historical Fiction""}",Description of book goes here.,W,2,0
9a237f7c6bbd539586f27b43d87183e5,Superfudge,Judy Blume,"{""Realistic Fiction/Humor""}",Description of book goes here.,Q,1,0
9a237f7c6bbd539586f27b43d87183e5,Surprises According to Humphrey,Betty G. Birney,"{""Humor""}",Description of book goes here.,OPQ,1,0
9a237f7c6bbd539586f27b43d87183e5,Tales of a Fourth Grade Nothing,Judy Blume,"{""Realistic Fiction/Humor""}",Description of book goes here.,Q,1,0
9a237f7c6bbd539586f27b43d87183e5,Tangerine,Edward Bloor,"{""Realistic Fiction/Sports""}",Description of book goes here.,U,4,0
9a237f7c6bbd539586f27b43d87183e5,Ten Great Mysteries,Edgar Allen Poe,"{""Mystery/Short Story""}",Description of book goes here.,Z,1,0
9a237f7c6bbd539586f27b43d87183e5,Tex,S.E. Hinton,"{""Realistic Fiction""}",Description of book goes here.,UVW,2,0
9a237f7c6bbd539586f27b43d87183e5,"That Was Then, This Is Now",S.E. Hinton,"{""Realistic Fiction""}",Description of book goes here.,UVW,1,0
9a237f7c6bbd539586f27b43d87183e5,The 39 Clues: In Too Deep (Book 6),Jude Watson,"{""Mystery""}",Description of book goes here.,V,2,0
9a237f7c6bbd539586f27b43d87183e5,The Adventures Huckleberry Finn,Mark Twain,"{""Classics""}",Description of book goes here.,Z,1,0
9a237f7c6bbd539586f27b43d87183e5,The Autobiography of Malcolm X,Alex Haley,"{""Auto-Biography""}",Description of book goes here.,Z,1,0
9a237f7c6bbd539586f27b43d87183e5,The Bar Code Tattoo,Suzanne Weyn,"{""Mystery""}",Description of book goes here.,Z,1,0
9a237f7c6bbd539586f27b43d87183e5,The Best Poems Ever: A Collection of Poetry's Greatest Voices,Edric S. Mesmer (editor),"{""Poetry""}",Description of book goes here.,,1,0
9a237f7c6bbd539586f27b43d87183e5,The BFG,Roald Dahl,"{""Fantasy/Humor""}",Description of book goes here.,U,4,0
9a237f7c6bbd539586f27b43d87183e5,The Body in the Woods,April Henry,"{""Adventure""}",Description of book goes here.,Z,1,0
9a237f7c6bbd539586f27b43d87183e5,The Book of Blood: From Legends and Leeches to Vanpires and Veins,HP Newquist,"{""Non-Fiction""}",Description of book goes here.,X,1,0
9a237f7c6bbd539586f27b43d87183e5,The Books of Ember: The City of Ember (Book 1),Jeanne Duprau,"{""Fantasy/Dystopian""}",Description of book goes here.,W,3,0
9a237f7c6bbd539586f27b43d87183e5,The Books of Ember: The Diamon of Darkhold (Book 4),Jeanne DuPrau,"{""Fantasy/Dystopian""}",Description of book goes here.,W,2,0
9a237f7c6bbd539586f27b43d87183e5,The Books of Ember: The People of Sparks (Book 2),Jeanne Duprau,"{""Fantasy/Dystopian""}",Description of book goes here.,W,3,0
9a237f7c6bbd539586f27b43d87183e5,The Books of Ember: The Prophet of Yonwood (Book 3),Jeanne DuPrau,"{""Fantasy/Dystopian""}",Description of book goes here.,W,3,0
9a237f7c6bbd539586f27b43d87183e5,The Celery Stalks at Midnight,James Howe,"{""Mystery""}",Description of book goes here.,R,1,0
9a237f7c6bbd539586f27b43d87183e5,The Chocolate War,Robert Cormler,"{""Realistic Fiction""}",Description of book goes here.,Z,3,0
9a237f7c6bbd539586f27b43d87183e5,The Chosen,Chaim Potok,"{""Classics""}",Description of book goes here.,Z,1,0
9a237f7c6bbd539586f27b43d87183e5,The Christopher Killer,Alane Ferguson,"{""Mystery""}",Description of book goes here.,T,1,0
9a237f7c6bbd539586f27b43d87183e5,The Chronicles of Narnia: Prince Caspian (Book 4),C.S. Lewis,"{""Fantasy""}",Description of book goes here.,T,3,0
9a237f7c6bbd539586f27b43d87183e5,The Chronicles of Narnia: The Last Battle (Book 7),C.S. Lewis,"{""Fantasy""}",Description of book goes here.,T,1,0
9a237f7c6bbd539586f27b43d87183e5,"The Chronicles of Narnia: The Lion, the Witch, and the Wardrobe (Book 2)",C.S. Lewis,"{""Fantasy""}",Description of book goes here.,T,13,0
9a237f7c6bbd539586f27b43d87183e5,The Chronicles of Narnia: The Silver Chair (Book 6),C.S. Lewis,"{""Fantasy""}",Description of book goes here.,T,2,0
9a237f7c6bbd539586f27b43d87183e5,The Chronicles of Narnia: The Voyage of the Dawn Treader (Book 5),C.S. Lewis,"{""Fantasy""}",Description of book goes here.,T,1,0
9a237f7c6bbd539586f27b43d87183e5,The Cupcake Queen,Heather Hepler,"{""Realistic Fiction""}",Description of book goes here.,V,1,0
9a237f7c6bbd539586f27b43d87183e5,The Dark-Thirty: Southern Tales of the Supernatural,Patricia C. McKissack,"{""Historical Fiction""}",Description of book goes here.,T,1,0
9a237f7c6bbd539586f27b43d87183e5,The Dead and the Gone,Susan Beth Pfeffer,"{""Science Fiction""}",Description of book goes here.,,1,0
9a237f7c6bbd539586f27b43d87183e5,The Dead Gentleman,Matthew Cody,"{""Fantasy""}",Description of book goes here.,V,1,0
9a237f7c6bbd539586f27b43d87183e5,The Demonata: BEC (Book 4),Darren Shan,"{""Mystery/Horror""}",Description of book goes here.,Z,1,0
9a237f7c6bbd539586f27b43d87183e5,The Desperate Message from Freeman's Island,Rachel Nickerson Luna,"{""Mystery""}",Description of book goes here.,V,1,0
9a237f7c6bbd539586f27b43d87183e5,The Diary of a Young Girl,Anne Frank,"{""Memoir""}",Description of book goes here.,Z,1,0
9a237f7c6bbd539586f27b43d87183e5,The Divergent Series: Allegiant (Book 3),Veronica Roth,"{""Fantasy/Dystopian""}",Description of book goes here.,Z,5,0
9a237f7c6bbd539586f27b43d87183e5,The Divergent Series: Divergent (Book 1),Veronica Roth,"{""Fantasy/Dystopian""}",Description of book goes here.,Z,3,0
9a237f7c6bbd539586f27b43d87183e5,The Divergent Series: Insurgent (Book 2),Veronica Roth,"{""Fantasy/Dystopian""}",Description of book goes here.,Z,5,0
9a237f7c6bbd539586f27b43d87183e5,The Dogs,Allan Stratton,"{""Mystery""}",Description of book goes here.,,2,0
9a237f7c6bbd539586f27b43d87183e5,The Dream Keeper and Other Poems,Langston Hughes,"{""Poetry""}",Description of book goes here.,,1,0
9a237f7c6bbd539586f27b43d87183e5,The Fault in Our Stars,John Green,"{""Realistic Fiction""}",Description of book goes here.,Z,1,0
9a237f7c6bbd539586f27b43d87183e5,The First Part Last,Angela Johnson,"{""Realistic Fiction""}",Description of book goes here.,Z,1,0
9a237f7c6bbd539586f27b43d87183e5,The Five Ancestors: Eagle (Book 5),Jeff Stone,"{""Adventure""}",Description of book goes here.,R,2,0
9a237f7c6bbd539586f27b43d87183e5,The Five Ancestors: Mouse (Book 6),Jeff Stone,"{""Adventure""}",Description of book goes here.,R,1,0
9a237f7c6bbd539586f27b43d87183e5,The Five Ancestors: Snake (Book 3),Jeff Stone,"{""Adventure""}",Description of book goes here.,R,1,0
9a237f7c6bbd539586f27b43d87183e5,The Freedom Writers Diary,The Freedom Writers & Erin Gruwell,"{""Memoir""}",Description of book goes here.,Z,3,0
9a237f7c6bbd539586f27b43d87183e5,The Giver,Lois Lowry,"{""Dystopian""}",Description of book goes here.,Y,3,0
9a237f7c6bbd539586f27b43d87183e5,The Glory Field,Walter Dean Myers,"{""Historical Ficiton""}",Description of book goes here.,X,3,0
9a237f7c6bbd539586f27b43d87183e5,The Goldern Goblet,Eloise Jarvis McGraw,"{""Historical Fiction/Mystery""}",Description of book goes here.,V,1,0
9a237f7c6bbd539586f27b43d87183e5,The Greatest Muhammed Ali,Walter Dean Myers,"{""Biography""}",Description of book goes here.,Z,1,0
9a237f7c6bbd539586f27b43d87183e5,Heroes of Olympus: The Mark of Athena (Book 4),Rick Riordan,"{""Fantasy""}",Description of book goes here.,X,1,0
9a237f7c6bbd539586f27b43d87183e5,The Higher Power of Lucky,Susan Patron,"{""Realistic Fiction""}",Description of book goes here.,W,1,0
9a237f7c6bbd539586f27b43d87183e5,The Hollow,Agatha Christie,"{""Mystery""}",Description of book goes here.,OPQ,1,0
9a237f7c6bbd539586f27b43d87183e5,The House of the Scorpion,Nancy Farmer,"{""Adventure""}",Description of book goes here.,Z,1,0
9a237f7c6bbd539586f27b43d87183e5,The House on Mango Street,Sandra Cisneeros,"{""Short Stories""}",Description of book goes here.,W,6,0
9a237f7c6bbd539586f27b43d87183e5,The Inheritance Cycle: Eldest (Book 2),Christopher Paolini,"{""Fantasy""}",Description of book goes here.,Y,3,0
9a237f7c6bbd539586f27b43d87183e5,The Inheritance Cycle: Eragon (Book 1),Christopher Paolini,"{""Fantasy""}",Description of book goes here.,Y,2,0
9a237f7c6bbd539586f27b43d87183e5,The Inheritance Cycle: Inheritance (Book 4),Christopher Paolini,"{""Fantasy""}",Description of book goes here.,Y,1,0
9a237f7c6bbd539586f27b43d87183e5,The Inkheart Trilogy: Inkdeath (Book 3),Cornelia Funke,"{""Fantasy""}",Description of book goes here.,T,2,0
9a237f7c6bbd539586f27b43d87183e5,The Inkheart Trilogy: Inkheart (Book 1),Cornelia Funke,"{""Fantasy""}",Description of book goes here.,T,2,0
9a237f7c6bbd539586f27b43d87183e5,The Inkheart Trilogy: Inkspell (Book 2),Cornelia Funke,"{""Fantasy""}",Description of book goes here.,T,4,0
9a237f7c6bbd539586f27b43d87183e5,The Iron King,Julie Kagawa,"{""Romance/Fantasy""}",Description of book goes here.,R,1,0
9a237f7c6bbd539586f27b43d87183e5,The Kane Chroncles: The Throne of Fire (Book 2),Rick Riordan,"{""Fantasy""}",Description of book goes here.,X,1,0
9a237f7c6bbd539586f27b43d87183e5,The Kane Chronicles: The Red Pyramid (Book 1),Rick Riordan,"{""Fantasy""}",Description of book goes here.,X,1,0
9a237f7c6bbd539586f27b43d87183e5,The Kane Chronicles: The Serpent's Shadow (Book 3),Rick Riordan,"{""Fantasy""}",Description of book goes here.,X,1,0
9a237f7c6bbd539586f27b43d87183e5,The Kane Chronicles: The Throne of Fire (Book 2),Rick Riordan,"{""Fantasy""}",Description of book goes here.,X,4,0
9a237f7c6bbd539586f27b43d87183e5,The Keys to the Kingdom: Grim Tuesday (Book 2),Garth Nix,"{""Fantasy""}",Description of book goes here.,T,1,0
9a237f7c6bbd539586f27b43d87183e5,The Keys to the Kingdom: Sir Thursday (Book 4),Garth Nix,"{""Fantasy""}",Description of book goes here.,T,1,0
9a237f7c6bbd539586f27b43d87183e5,The Keys to the Kingdom: Superior Saturday (Book 6),Garth Nix,"{""Fantasy""}",Description of book goes here.,T,1,0
9a237f7c6bbd539586f27b43d87183e5,The Land of Stories: The Wishing Spell (Book 1),Chris Colfer,"{""Adventure""}",Description of book goes here.,W,1,0
9a237f7c6bbd539586f27b43d87183e5,The Last Dragon Chronicles: Dark Fire (Book 5),Chris D'Lacey,"{""Fantasy""}",Description of book goes here.,X,1,0
9a237f7c6bbd539586f27b43d87183e5,The Last Dragon Chronicles: Fire World (Book 6),Chris 'D Lacey,"{""Fantasy""}",Description of book goes here.,X,1,0
9a237f7c6bbd539586f27b43d87183e5,The Last Dragon Chronicles: Icefire (Book 2),Chris 'D Lacey,"{""Fantasy""}",Description of book goes here.,X,2,0
9a237f7c6bbd539586f27b43d87183e5,The Last Dragon Chronicles: The Fire Ascending (Book 7),Chris D'Lacey,"{""Fantasy""}",Description of book goes here.,X,1,0
9a237f7c6bbd539586f27b43d87183e5,The Last Dragon Chronicles: The Fire Eternal (Book 4),Chris D'Lacey,"{""Fantasy""}",Description of book goes here.,X,1,0
9a237f7c6bbd539586f27b43d87183e5,The Last Dragon Chronicles: The Fire Within (Book 1),Chris D'Lacey,"{""Fantasy""}",Description of book goes here.,X,1,0
9a237f7c6bbd539586f27b43d87183e5,The Lemonade War,Jacqueline Davies,"{""Realistic Fiction/Humor""}",Description of book goes here.,S,2,0
9a237f7c6bbd539586f27b43d87183e5,The Line,Teri Hall,"{""Dystopian""}",Description of book goes here.,V,1,0
9a237f7c6bbd539586f27b43d87183e5,The Little Pince,Antoine De Saint-Exupery,"{""Classics""}",Description of book goes here.,X,1,0
9a237f7c6bbd539586f27b43d87183e5,The Lorien Legacies: I Am Number Four (Book 1),Pittacus Lore,"{""Fantasy""}",Description of book goes here.,Z,1,0
9a237f7c6bbd539586f27b43d87183e5,The Lovely Bones,Alice Sebold,"{""Mystery""}",Description of book goes here.,Z,1,0
9a237f7c6bbd539586f27b43d87183e5,The Lunar Chronicles: Cinder (Book 1),Marissa Meyer,"{""Fantasy""}",Description of book goes here.,Z,1,0
9a237f7c6bbd539586f27b43d87183e5,The Lunar Chronicles: Scarlet (Book 2),Marissa Meyer,"{""Fantasy""}",Description of book goes here.,Z,1,0
9a237f7c6bbd539586f27b43d87183e5,The Magic Finger,Roald Dahl,"{""Humor""}",Description of book goes here.,N,3,0
9a237f7c6bbd539586f27b43d87183e5,The Matched Trilogy: Matched (Book 1),Ally Conde,"{""Fantasy""}",Description of book goes here.,Z,1,0
9a237f7c6bbd539586f27b43d87183e5,The Mazerunner Series: The Death Cure (Book 3),James Dashner,"{""Dystopian""}",Description of book goes here.,Z,1,0
9a237f7c6bbd539586f27b43d87183e5,The Mortal Instruments: City of Ashes (Book 2),Cassandra Clare,"{""Fantasy""}",Description of book goes here.,Z,1,0
9a237f7c6bbd539586f27b43d87183e5,The Mouse and the Motorcycle,Beverly Clearly,"{""Fantasy""}",Description of book goes here.,O,3,0
9a237f7c6bbd539586f27b43d87183e5,The Mouse Rap,Walter Dean Myers,"{""Realistic Fiction""}",Description of book goes here.,W,3,0
9a237f7c6bbd539586f27b43d87183e5,The Mummy's Mother,Tony Johnston,"{""Historical Fiction""}",Description of book goes here.,Q,1,0
9a237f7c6bbd539586f27b43d87183e5,The Mysterious Affair at Styles,Agatha Christie,"{""Mystery""}",Description of book goes here.,OPQ,1,0
9a237f7c6bbd539586f27b43d87183e5,The Mysterious Benedict Society and The Perilous Journey (Book 2),Trenton Lee Stewart,"{""Adventure""}",Description of book goes here.,V,1,0
9a237f7c6bbd539586f27b43d87183e5,The Night Tourist,Katherine Marsh,"{""Fantasy""}",Description of book goes here.,RST,1,0
9a237f7c6bbd539586f27b43d87183e5,The Opposite of Hallelujah,Anna Jarzab,"{""Realistic Fiction""}",Description of book goes here.,,1,0
9a237f7c6bbd539586f27b43d87183e5,The Perilous Road,William O. Steele,"{""Historical Fiction""}",Description of book goes here.,U,1,0
9a237f7c6bbd539586f27b43d87183e5,The Phantom Tollbooth,Norton Juster,"{""Fantasy/Classics""}",Description of book goes here.,W,2,0
9a237f7c6bbd539586f27b43d87183e5,The Physics of Star Trek,Lawrence M. Krauss,"{""Non-Fiction""}",Description of book goes here.,Z,1,0
9a237f7c6bbd539586f27b43d87183e5,The Pigman,Paul Zindel,"{""Realistic Fiction""}",Description of book goes here.,U,1,0
9a237f7c6bbd539586f27b43d87183e5,The Prince and the Pauper,Mark Twain,"{""Classics""}",Description of book goes here.,XYZ,1,0
9a237f7c6bbd539586f27b43d87183e5,The Puzzling World of Winston Breen,Eric Berlin,"{""Adventure""}",Description of book goes here.,S,1,0
9a237f7c6bbd539586f27b43d87183e5,The Red Badge of Courage,Stephen Crane,"{""Classics""}",Description of book goes here.,LMN,1,0
9a237f7c6bbd539586f27b43d87183e5,The Red Pony,John Steinbeck,"{""Classics""}",Description of book goes here.,RST,1,0
9a237f7c6bbd539586f27b43d87183e5,"The Royal Diaries: Cleopatra VII, Daughter of the Nile",Kristina Gregory,"{""Historical Fiction""}",Description of book goes here.,UVW,1,0
9a237f7c6bbd539586f27b43d87183e5,The Royal Treatment,Lindsey Leavitt,"{""Fantasy""}",Description of book goes here.,U,1,0
9a237f7c6bbd539586f27b43d87183e5,The School Story,Andrew Clements,"{""Realistic Fiction""}",Description of book goes here.,R,1,0
9a237f7c6bbd539586f27b43d87183e5,The Secret Series: The Name of This Book is Secret (Book 1),Pseudonymous Bosch,"{""Adventure""}",Description of book goes here.,U,2,0
9a237f7c6bbd539586f27b43d87183e5,The Secrets of Droon: City in the Clouds (Book 4),Tony Abbott,"{""Fantasy""}",Description of book goes here.,N,2,0
9a237f7c6bbd539586f27b43d87183e5,The Secrets of Droon: Journey to the Volcano Palace (Book 2),Tony Abbott,"{""Fantasy""}",Description of book goes here.,N,2,0
